open_prompt,mcq_prompt,A,B,C,D,normal_question,full_answer,shuffled_answer
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: According to the survey,The United States of America,which has 90 guns for every 100 citizens,is the world's biggest haven of guns.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “haven”. 
    ","TEXT: According to the survey,The United States of America,which has 90 guns for every 100 citizens,is the world's biggest haven of guns.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""haven""? Choose the best option from the following:

    ",guns,place,cartridge,region,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""According to the survey,The United States of America,which has 90 guns for every 100 citizens,is the world's biggest haven of guns.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “haven”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""haven"" is used metaphorically. The target of this metaphor is the United States of America, which is being described or explained by the source word ""haven."" The metaphor suggests that the United States is a place where guns are abundant and perhaps protected or welcomed, similar to how a haven is a place of safety or refuge. Therefore, the word being described or explained by ""haven"" is the United States. 

/boxed[United States]",UNITED
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: And he has focused on gun suppression: There was a 13 percent increase in gun arrests in the city from 2005 to 2006.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “suppression”. 
    ","TEXT: And he has focused on gun suppression: There was a 13 percent increase in gun arrests in the city from 2005 to 2006.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""suppression""? Choose the best option from the following:

    ",gun,reduction,cartridge,contraction,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""And he has focused on gun suppression: There was a 13 percent increase in gun arrests in the city from 2005 to 2006.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “suppression”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""suppression"" is used metaphorically to describe or explain the concept of ""control"" or ""reduction"" in the context of gun-related activities. The target here is the concept of ""gun control"" or ""gun reduction,"" and the source is ""suppression,"" which implies an active effort to reduce or control the presence or use of guns. Therefore, the word being described or explained by ""suppression"" is ""control.""

/boxed[control]",CONTROL
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: To him, the gun is a hammer.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “hammer”. 
    ","TEXT: To him, the gun is a hammer.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""hammer""? Choose the best option from the following:

    ",gun,solution,contraption,proposal,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""To him, the gun is a hammer.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “hammer”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the metaphorical sentence ""To him, the gun is a hammer,"" the target is the ""gun"" and the source is the ""hammer."" The concept of the gun is being described or explained by the concept of a hammer. This comparison might suggest that the gun is seen as a tool, something utilitarian, or perhaps something used with force or impact, similar to how a hammer is used. Therefore, the word ""gun"" is being described or explained by the word ""hammer.""

/boxed[gun]",GUN
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: 08-23-2010 I thoroughly detest the stupid fragility of guns in this game.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “fragility”. 
    ","TEXT: 08-23-2010 I thoroughly detest the stupid fragility of guns in this game.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""fragility""? Choose the best option from the following:

    ",guns,weakness,bazooka,inadequacy,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""08-23-2010 I thoroughly detest the stupid fragility of guns in this game.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “fragility”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""fragility"" is used metaphorically to describe or explain a certain quality of ""guns"" in the game. The target of the metaphor is ""guns,"" and the source is ""fragility."" The metaphor suggests that the guns in the game are perceived as weak, easily broken, or lacking durability. Therefore, the word ""guns"" is being described or explained by the word ""fragility.""

/boxed[guns]",GUNS
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Yet if we are to rescue the people of South Asia from the scourge of poverty, disease, war, ignorance, pestilence and hunger, this is the model to follow.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “scourge”. 
    ","TEXT: Yet if we are to rescue the people of South Asia from the scourge of poverty, disease, war, ignorance, pestilence and hunger, this is the model to follow.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""scourge""? Choose the best option from the following:

    ",poverty,hardship,disadvantage,trial,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""Yet if we are to rescue the people of South Asia from the scourge of poverty, disease, war, ignorance, pestilence and hunger, this is the model to follow.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “scourge”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""scourge"" is used metaphorically to describe or explain a negative and destructive force affecting the people of South Asia. The target of this metaphor is the collection of issues mentioned: poverty, disease, war, ignorance, pestilence, and hunger. These issues are being described as a ""scourge,"" which is the source in this metaphor, suggesting that they are harmful and devastating, much like a scourge would be.

Therefore, the word being described or explained by ""scourge"" is ""issues"" or ""problems,"" but since the final answer must be a single word, the most fitting word from the text that encapsulates these issues is ""poverty,"" as it is often used to represent a broader set of socio-economic challenges.

Thus, the final answer is: /boxed[poverty]",POVERTY
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: The examples and case studies he places under the microscope range from the ancient to the modern, and from the popular to the unpopular faces of populism, as well as from classical to parliamentary to postmodern and cultural politics.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “faces”. 
    ","TEXT: The examples and case studies he places under the microscope range from the ancient to the modern, and from the popular to the unpopular faces of populism, as well as from classical to parliamentary to postmodern and cultural politics.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""faces""? Choose the best option from the following:

    ",populism,aspects,rhetoric,attribute,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""The examples and case studies he places under the microscope range from the ancient to the modern, and from the popular to the unpopular faces of populism, as well as from classical to parliamentary to postmodern and cultural politics.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “faces”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""faces"" is used metaphorically. The metaphorical use of ""faces"" suggests different aspects, perspectives, or manifestations of a concept. In this context, ""faces"" is describing or explaining the different aspects or manifestations of ""populism."" Therefore, the target being described by the word ""faces"" is ""populism."" 

/boxed[populism]",POPULISM
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: In the chart below, also set for end date 21 December 2012, you can see the pattern of the wave for the invasion of Poland on 1st September 1939.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “wave”. 
    ","TEXT: In the chart below, also set for end date 21 December 2012, you can see the pattern of the wave for the invasion of Poland on 1st September 1939.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""wave""? Choose the best option from the following:

    ",invasion,trend,campaign,fluctuation,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""In the chart below, also set for end date 21 December 2012, you can see the pattern of the wave for the invasion of Poland on 1st September 1939.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “wave”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""wave"" is used metaphorically. The metaphorical use of ""wave"" suggests a pattern or movement that is being described or explained. In this context, the ""wave"" likely refers to the progression or movement of military forces or events during the invasion of Poland. Therefore, the target being described by the word ""wave"" is the ""invasion.""

/boxed[invasion]",INVASION
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: About 1876, a new tide of immigration into the Dakotas began, as would-be farmers and ranchers from the East Coast and from northern Europe found their way into the rich grasslands of the high plains.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “tide”. 
    ","TEXT: About 1876, a new tide of immigration into the Dakotas began, as would-be farmers and ranchers from the East Coast and from northern Europe found their way into the rich grasslands of the high plains.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""tide""? Choose the best option from the following:

    ",immigration,increase,movement,boost,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""About 1876, a new tide of immigration into the Dakotas began, as would-be farmers and ranchers from the East Coast and from northern Europe found their way into the rich grasslands of the high plains.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “tide”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""tide"" is used metaphorically to describe or explain the movement or influx of people into the Dakotas. The metaphor suggests a large, powerful, and perhaps unstoppable flow, similar to the movement of water in a tide. Therefore, the target being described by the word ""tide"" is ""immigration."" 

/boxed[immigration]",IMMIGRATION
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Overall, New Hampshire remains ranked 49th among states in combined average state and local tax burden.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “burden”. 
    ","TEXT: Overall, New Hampshire remains ranked 49th among states in combined average state and local tax burden.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""burden""? Choose the best option from the following:

    ",tax,cost,economy,assessment,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""Overall, New Hampshire remains ranked 49th among states in combined average state and local tax burden.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “burden”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""burden"" is used metaphorically to describe or explain the concept of ""tax."" The metaphor suggests that taxes are something heavy or oppressive that people have to carry, similar to a physical burden. Therefore, the target being described by the word ""burden"" is ""tax."" 

/boxed[tax]",TAX
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Others will go to great lengths to explain how the hijab is an obstacle, clouding the mind, and comment that female converts are either brainwashed, stupid or traitors to their sex.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “obstacle”. 
    ","TEXT: Others will go to great lengths to explain how the hijab is an obstacle, clouding the mind, and comment that female converts are either brainwashed, stupid or traitors to their sex.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""obstacle""? Choose the best option from the following:

    ",hijab,problem,expression,snag,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""Others will go to great lengths to explain how the hijab is an obstacle, clouding the mind, and comment that female converts are either brainwashed, stupid or traitors to their sex.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “obstacle”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the metaphorical sentence suggests that the hijab is being compared to an ""obstacle."" Here, the hijab is the target, and ""obstacle"" is the source. The metaphor implies that the hijab is perceived as something that hinders or obstructs, similar to how an obstacle might impede progress or clarity. Therefore, the word being described or explained by ""obstacle"" is ""hijab.""

/boxed[hijab]",HIJAB
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: As above, the model does not produce a confidence interval or precision estimates; however, as an approximate measure of uncertainty, we entered the lower and upper bounds of the precision estimate for the malaria mortality burden from Group 1 countries (i.e., 19.8% and 24.9%) into the Jones and others model.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “burden”. 
    ","TEXT: As above, the model does not produce a confidence interval or precision estimates; however, as an approximate measure of uncertainty, we entered the lower and upper bounds of the precision estimate for the malaria mortality burden from Group 1 countries (i.e., 19.8% and 24.9%) into the Jones and others model.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""burden""? Choose the best option from the following:

    ",malaria,number,treatment,sum,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""As above, the model does not produce a confidence interval or precision estimates; however, as an approximate measure of uncertainty, we entered the lower and upper bounds of the precision estimate for the malaria mortality burden from Group 1 countries (i.e., 19.8% and 24.9%) into the Jones and others model.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “burden”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""burden"" is used metaphorically to describe or explain the concept of ""mortality."" The metaphor suggests that mortality is something heavy or difficult to bear, similar to a burden. Therefore, the target being described by the word ""burden"" is ""mortality.""

/boxed[mortality]",MORTALITY
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: This was an elaborate war game, not the real thing, but it reminds us that an invasion of Iraq won't necessarily be a cakewalk.""
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “cakewalk”. 
    ","TEXT: This was an elaborate war game, not the real thing, but it reminds us that an invasion of Iraq won't necessarily be a cakewalk.""
       
    QUESTION: Which word is being described or explained by the metaphorical word ""cakewalk""? Choose the best option from the following:

    ",invasion,easy task,campaign,trial,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""This was an elaborate war game, not the real thing, but it reminds us that an invasion of Iraq won't necessarily be a cakewalk.""""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “cakewalk”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the metaphorical sentence compares an ""invasion of Iraq"" to a ""cakewalk."" Here, the target is the ""invasion of Iraq,"" and the source is ""cakewalk."" The metaphor suggests that the invasion of Iraq is not going to be easy or effortless, as a ""cakewalk"" implies something that is simple and requires little effort. Therefore, the word ""cakewalk"" is used to describe or explain the concept of an ""invasion.""

The word that fits in the [BLANK] is ""invasion.""

/boxed[invasion]",INVASION
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Donor nations, including Britain, are funding training and infrastructure projects in the belief that tourism is the country's route out of poverty.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “route”. 
    ","TEXT: Donor nations, including Britain, are funding training and infrastructure projects in the belief that tourism is the country's route out of poverty.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""route""? Choose the best option from the following:

    ",poverty,solution,education,framework,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""Donor nations, including Britain, are funding training and infrastructure projects in the belief that tourism is the country's route out of poverty.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “route”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the metaphorical sentence suggests that ""tourism is the country's route out of poverty."" Here, ""route"" is used metaphorically. The target being described or explained by the word ""route"" is ""tourism."" The metaphor implies that tourism is seen as a path or means to achieve the goal of alleviating poverty. Therefore, the word being described by ""route"" is ""tourism.""

/boxed[tourism]",TOURISM
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: How to tell if the religion or faith-based system you follow is false
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “system”. 
    ","TEXT: How to tell if the religion or faith-based system you follow is false
       
    QUESTION: Which word is being described or explained by the metaphorical word ""system""? Choose the best option from the following:

    ",religion,worldview,philosophy,ideology,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""How to tell if the religion or faith-based system you follow is false""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “system”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the phrase ""religion or faith-based system"" is used. Here, ""system"" is being used to describe or explain the concept of ""religion"" or ""faith-based"" practices. Therefore, the word ""religion"" is being described or explained by the word ""system"". 

/boxed[religion]",RELIGION
