open_prompt,mcq_prompt,A,B,C,D,normal_question,full_answer,shuffled_answer
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: While our president is deciding “whose ass to kick,” as he said most un-presidentially in an interview last night, we are perhaps in the first stages of a tax exodus asset selloff in the U.S. stock markets.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “exodus”. 
    ","TEXT: While our president is deciding “whose ass to kick,” as he said most un-presidentially in an interview last night, we are perhaps in the first stages of a tax exodus asset selloff in the U.S. stock markets.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""exodus""? Choose the best option from the following:

    ",tax,movement,assessment,alteration,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""While our president is deciding “whose ass to kick,” as he said most un-presidentially in an interview last night, we are perhaps in the first stages of a tax exodus asset selloff in the U.S. stock markets.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “exodus”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","The word ""exodus"" metaphorically describes the asset selloff, likening it to a mass departure.

/boxed[selloff]",SELLOFF
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: “I am afraid the divorce of wealth from power will probably not only lead to the unfair treatment of many businessmen and former politicians, but might also take Egypt in a direction that will be devastating for the economy and the prospects of democracy.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “divorce”. 
    ","TEXT: “I am afraid the divorce of wealth from power will probably not only lead to the unfair treatment of many businessmen and former politicians, but might also take Egypt in a direction that will be devastating for the economy and the prospects of democracy.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""divorce""? Choose the best option from the following:

    ",wealth,separation,affluence,disjunction,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""“I am afraid the divorce of wealth from power will probably not only lead to the unfair treatment of many businessmen and former politicians, but might also take Egypt in a direction that will be devastating for the economy and the prospects of democracy.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “divorce”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the metaphor ""divorce of wealth from power,"" the word ""divorce"" serves as the source, describing the separation or disconnection between wealth and power. The target, which is the concept being explained by this metaphor, is the act or state of separation itself. Therefore, ""separation"" is the single word that best represents what is being described by ""divorce.""

/boxed[separation]",SEPARATION
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Income is the most inaccurate judge of wealth.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “judge”. 
    ","TEXT: Income is the most inaccurate judge of wealth.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""judge""? Choose the best option from the following:

    ",wealth,indicator,affluence,standard,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""Income is the most inaccurate judge of wealth.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “judge”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","Income is the target concept being described through the metaphorical source ""judge.""

/boxed[Income]",INCOME
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: They just didn't know any better because of the wealthy soup they swim in.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “soup”. 
    ","TEXT: They just didn't know any better because of the wealthy soup they swim in.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""soup""? Choose the best option from the following:

    ",wealthy,environment,affluence,domain,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""They just didn't know any better because of the wealthy soup they swim in.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “soup”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","The word ""soup"" serves as a metaphorical source describing the all-encompassing and immersive environment of wealth that influences the individuals' perspective.

/boxed[environment]",ENVIRONMENT
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: It is time we come together and hold the NRA lapdogs accountable for the lives that are being lost every day because of their despicable behavior,” said Dan Gross, president of the Brady Campaign to Prevent Gun Violence.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “lapdogs”. 
    ","TEXT: It is time we come together and hold the NRA lapdogs accountable for the lives that are being lost every day because of their despicable behavior,” said Dan Gross, president of the Brady Campaign to Prevent Gun Violence.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""lapdogs""? Choose the best option from the following:

    ",nra,supporters,association,advocate,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""It is time we come together and hold the NRA lapdogs accountable for the lives that are being lost every day because of their despicable behavior,” said Dan Gross, president of the Brady Campaign to Prevent Gun Violence.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “lapdogs”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","The word ""lapdogs"" is used metaphorically to describe politicians who are subservient to the NRA, emphasizing their compliance and lack of independent action.

/boxed[politicians]",POLITICIANS
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: The gun ordinance also addresses what police and others believe is a big reason for what they say is a flood of illegal guns into Chicago and why the city’s police officers seize more illegal guns than any police department in the United States: The sale of guns by so-called straw purchasers, who then transfer them to people who are not legally allowed to buy and possess firearms.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “flood”. 
    ","TEXT: The gun ordinance also addresses what police and others believe is a big reason for what they say is a flood of illegal guns into Chicago and why the city’s police officers seize more illegal guns than any police department in the United States: The sale of guns by so-called straw purchasers, who then transfer them to people who are not legally allowed to buy and possess firearms.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""flood""? Choose the best option from the following:

    ",guns,increase,cartridge,proliferation,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""The gun ordinance also addresses what police and others believe is a big reason for what they say is a flood of illegal guns into Chicago and why the city’s police officers seize more illegal guns than any police department in the United States: The sale of guns by so-called straw purchasers, who then transfer them to people who are not legally allowed to buy and possess firearms.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “flood”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","The word ""flood"" metaphorically describes the large and overwhelming influx of illegal guns into Chicago. In this metaphor, the target is the concept being explained—here, the illegal guns themselves—which are compared to a flood's pervasive and abundant nature.

/boxed[guns]",GUNS
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: NRA fingerprints in landmark health-care law
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “fingerprints”. 
    ","TEXT: NRA fingerprints in landmark health-care law
       
    QUESTION: Which word is being described or explained by the metaphorical word ""fingerprints""? Choose the best option from the following:

    ",nra,influence,cartridge,impact,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""NRA fingerprints in landmark health-care law""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “fingerprints”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the metaphorical phrase ""NRA fingerprints in landmark health-care law,"" the word ""fingerprints"" serves as the source, describing the target, which is the detectable impact or involvement of the NRA. This comparison emphasizes the identifiable and unique nature of the NRA's role in shaping the law, similar to how fingerprints uniquely identify an individual. Thus, the target being explained by ""fingerprints"" is the concept of influence.

/boxed[influence]",INFLUENCE
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: I would add that the author goes on to write this after his other article on the ""top 10 gun myths"" is trounced and laughable filled with such lies like ""armed citizens"" have never stopped a mass shooting.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “myths”. 
    ","TEXT: I would add that the author goes on to write this after his other article on the ""top 10 gun myths"" is trounced and laughable filled with such lies like ""armed citizens"" have never stopped a mass shooting.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""myths""? Choose the best option from the following:

    ",gun,falsehoods,cartridge,illusion,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""I would add that the author goes on to write this after his other article on the ""top 10 gun myths"" is trounced and laughable filled with such lies like ""armed citizens"" have never stopped a mass shooting.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “myths”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","The word ""myths"" is used to describe certain statements about guns as false or misleading, making those statements the target of the metaphor.

\boxed{claims}",CLAIMS
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: It has nothing to do with the avalanche of firearms or the current epidemic of gun violence in our society.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “avalanche”. 
    ","TEXT: It has nothing to do with the avalanche of firearms or the current epidemic of gun violence in our society.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""avalanche""? Choose the best option from the following:

    ",firearms,quantity,bazooka,aggregate,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""It has nothing to do with the avalanche of firearms or the current epidemic of gun violence in our society.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “avalanche”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","The metaphorical term ""avalanche"" is used to describe the overwhelming quantity or sudden increase of firearms, making ""firearms"" the target of the metaphor.

/boxed[firearms]",FIREARMS
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: In the days of smoothbore muskets, soldiers compensated for the guns’ inaccuracy by standing shoulder to shoulder and firing in unison, creating a wall of bullets.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “wall”. 
    ","TEXT: In the days of smoothbore muskets, soldiers compensated for the guns’ inaccuracy by standing shoulder to shoulder and firing in unison, creating a wall of bullets.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""wall""? Choose the best option from the following:

    ",bullets,volley,munition,salvo,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""In the days of smoothbore muskets, soldiers compensated for the guns’ inaccuracy by standing shoulder to shoulder and firing in unison, creating a wall of bullets.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “wall”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","The word ""wall"" is used metaphorically to describe the bullets, emphasizing their dense, barrier-like formation when fired in unison by soldiers.

/boxed[bullets]",BULLETS
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Do you stand for the Republic for which it stands or the do we stand for the ravings of Democracy.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “ravings”. 
    ","TEXT: Do you stand for the Republic for which it stands or the do we stand for the ravings of Democracy.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""ravings""? Choose the best option from the following:

    ",democracy,incoherence,justice,chaos,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""Do you stand for the Republic for which it stands or the do we stand for the ravings of Democracy.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “ravings”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","The word ""ravings"" is used metaphorically to characterize ""Democracy"" as chaotic or irrational, making Democracy the target of the metaphor.

/boxed[Democracy]",DEMOCRACY
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: American leaders were ill-prepared to grasp this because the Republicans were still besotted with an idealistic vision of American democracy propounded by the Democratic Party in the first half of the last century and utterly incapable of understanding that democracy is a tool and it only works in the hands of a people of good character.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “tool”. 
    ","TEXT: American leaders were ill-prepared to grasp this because the Republicans were still besotted with an idealistic vision of American democracy propounded by the Democratic Party in the first half of the last century and utterly incapable of understanding that democracy is a tool and it only works in the hands of a people of good character.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""tool""? Choose the best option from the following:

    ",democracy,system,justice,arrangement,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""American leaders were ill-prepared to grasp this because the Republicans were still besotted with an idealistic vision of American democracy propounded by the Democratic Party in the first half of the last century and utterly incapable of understanding that democracy is a tool and it only works in the hands of a people of good character.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “tool”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","The word ""tool"" is used as a metaphor to describe democracy, emphasizing its functional nature and dependence on the character of its users.

/boxed[democracy]",DEMOCRACY
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Message control is paramount to modern campaigns, but it’s also a candidate’s straitjacket hemmed in by voter interests, poll-tested buzz words, and obligatory nods to patriotism and family.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “straitjacket”. 
    ","TEXT: Message control is paramount to modern campaigns, but it’s also a candidate’s straitjacket hemmed in by voter interests, poll-tested buzz words, and obligatory nods to patriotism and family.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""straitjacket""? Choose the best option from the following:

    ",candidate’s,constraints,entrant,impediment,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""Message control is paramount to modern campaigns, but it’s also a candidate’s straitjacket hemmed in by voter interests, poll-tested buzz words, and obligatory nods to patriotism and family.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “straitjacket”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","The word ""straitjacket"" is used metaphorically to describe ""message control,"" highlighting how it restricts and confines a candidate's communication.

/boxed[message control]",MESSAGE
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Terror as an election tool in Zimbabwe In March, the Zimbabwe election commission confirmed that Robert Mugabe and his party, ZANU-PF, had lost control of Parliament.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “tool”. 
    ","TEXT: Terror as an election tool in Zimbabwe In March, the Zimbabwe election commission confirmed that Robert Mugabe and his party, ZANU-PF, had lost control of Parliament.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""tool""? Choose the best option from the following:

    ",election,method,mandate,system,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""Terror as an election tool in Zimbabwe In March, the Zimbabwe election commission confirmed that Robert Mugabe and his party, ZANU-PF, had lost control of Parliament.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “tool”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the phrase ""Terror as an election tool"" presents a metaphor where ""tool"" is the source concept used to describe the target concept ""terror."" This comparison characterizes terror as an instrument used to influence elections, attributing properties like utility and deliberate application to the concept of terror.

/boxed[terror]",TERROR
