Unnamed: 0,prev_text,current_text,source,target,pos,original_target,source_pos,target_pos,noun_target,noun_target_score_1,original_target_score_1,noun_target_score_3,original_target_score_3,noun_target_actual_score_3,original_target_actual_score_3
90,Let us embrace it.,"Our democracy must be not only the envy of the world but the engine of our OWN renewal.
      ",envy,ideal,"[('Our', 'PRON'), ('democracy', 'NOUN'), ('must', 'AUX'), ('be', 'AUX'), ('not', 'PART'), ('only', 'ADV'), ('the', 'DET'), ('envy', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('world', 'NOUN'), ('but', 'CCONJ'), ('the', 'DET'), ('engine', 'NOUN'), ('of', 'ADP'), ('our', 'PRON'), ('OWN', 'ADJ'), ('renewal', 'NOUN'), ('\n      ', 'SPACE')]",democracy,NOUN,"[('ideal', 'ADJ')]",ideal,0.5440623068707235,0.15618580315477704,0.5,0.3333333333333335,0.0008451656524678837,0.0
91,Poverty is not a crime.,"Poverty is the mother of crime.
      ",mother,cause,"[('Poverty', 'NOUN'), ('is', 'AUX'), ('the', 'DET'), ('mother', 'NOUN'), ('of', 'ADP'), ('crime', 'NOUN'), ('\n      ', 'SPACE')]",poverty,NOUN,"[('cause', 'VERB')]",cause,0.5894661856154078,0.25081129331499935,0.625,0.16666666666666674,0.00043948613928329947,0.0495049504950495
93,"We Republicans see in our constitutional form of government the great framework which assures the orderly but dynamic fulfillment of the whole man, and we see the whole man as the great reason for instituting orderly government in the first place.","We see, in private property and in economy based upon and fostering private property, the one way to make government a durable ally of the whole man, rather than his determined enemy.
      ",ally,boon,"[('We', 'PRON'), ('see', 'VERB'), (',', 'PUNCT'), ('in', 'ADP'), ('private', 'ADJ'), ('property', 'NOUN'), ('and', 'CCONJ'), ('in', 'ADP'), ('economy', 'NOUN'), ('based', 'VERB'), ('upon', 'SCONJ'), ('and', 'CCONJ'), ('fostering', 'VERB'), ('private', 'ADJ'), ('property', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('one', 'NUM'), ('way', 'NOUN'), ('to', 'PART'), ('make', 'VERB'), ('government', 'NOUN'), ('a', 'DET'), ('durable', 'ADJ'), ('ally', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('whole', 'ADJ'), ('man', 'NOUN'), (',', 'PUNCT'), ('rather', 'ADV'), ('than', 'ADP'), ('his', 'PRON'), ('determined', 'ADJ'), ('enemy', 'NOUN'), ('\n      ', 'SPACE')]",government,NOUN,"[('boon', 'NOUN')]",boon,0.3575476512010623,0.4213701434665248,0.625,0.16666666666666674,3.380662609871535e-05,0.2376237623762376
94,Why would this be a politically brilliant move?,"First, it wraps the opposition in the mantle of popular democracy.
      ",mantle,label,"[('First', 'ADV'), (',', 'PUNCT'), ('it', 'PRON'), ('wraps', 'VERB'), ('the', 'DET'), ('opposition', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('mantle', 'NOUN'), ('of', 'ADP'), ('popular', 'ADJ'), ('democracy', 'NOUN'), ('\n      ', 'SPACE')]",democracy,NOUN,"[('label', 'NOUN')]",label,0.2749366024191132,0.15618580315477704,0.625,0.3333333333333335,0.0,0.0
95,"They arent ""killed by guns""...they are killed by each other in a lifestyle that embraces both random and focused acts of violence.","Guns are the tools...gangs are the 'problem'...and OH it would be just SO ****ing inspirational to see those that purport to 'care' actually going after the 'problem' instead of repeatedly and mindlessly targeting firearms in the hands of law abiding citizens.
      ",tools,objects,"[('Guns', 'NOUN'), ('are', 'AUX'), ('the', 'DET'), ('tools', 'NOUN'), ('gangs', 'NOUN'), ('are', 'AUX'), ('the', 'PRON'), (""'"", 'NUM'), (""problem'"", 'NOUN'), ('and', 'CCONJ'), ('OH', 'PROPN'), ('it', 'PRON'), ('would', 'AUX'), ('be', 'AUX'), ('just', 'ADV'), ('SO', 'ADV'), ('ing', 'NOUN'), ('inspirational', 'ADJ'), ('to', 'PART'), ('see', 'VERB'), ('those', 'PRON'), ('that', 'PRON'), ('purport', 'NOUN'), ('to', 'PART'), (""'"", 'PUNCT'), ('care', 'NOUN'), (""'"", 'PUNCT'), ('actually', 'ADV'), ('going', 'VERB'), ('after', 'ADP'), ('the', 'DET'), (""'"", 'PUNCT'), ('problem', 'NOUN'), (""'"", 'PUNCT'), ('instead', 'ADV'), ('of', 'ADP'), ('repeatedly', 'ADV'), ('and', 'CCONJ'), ('mindlessly', 'ADV'), ('targeting', 'VERB'), ('firearms', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('hands', 'NOUN'), ('of', 'ADP'), ('law', 'NOUN'), ('abiding', 'VERB'), ('citizens', 'NOUN'), ('\n      ', 'SPACE')]",guns,NOUN,"[('objects', 'NOUN')]",objects,0.9059948037958092,0.9063285310504395,0.0,0.6666666666666667,1.0,0.702970297029703
96,"The US, Russia and EU need to help the UN against pressure from Iran, Pakistan, and Saudi Arabia over their former playground Afghanistan.","Just as West Germany, more importantly, West Berlin, was used as a showcase for democracy, justice, and freedom against the Warsaw Pact; we can use similar frameworks to model Afghanistan to weaken, recruit, and win over the fanatics of the region.
      ",showcase,ideal institutions,"[('Just', 'ADV'), ('as', 'SCONJ'), ('West', 'PROPN'), ('Germany', 'PROPN'), (',', 'PUNCT'), ('more', 'ADV'), ('importantly', 'ADV'), (',', 'PUNCT'), ('West', 'PROPN'), ('Berlin', 'PROPN'), (',', 'PUNCT'), ('was', 'AUX'), ('used', 'VERB'), ('as', 'ADP'), ('a', 'DET'), ('showcase', 'NOUN'), ('for', 'ADP'), ('democracy', 'NOUN'), (',', 'PUNCT'), ('justice', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('freedom', 'NOUN'), ('against', 'ADP'), ('the', 'DET'), ('Warsaw', 'PROPN'), ('Pact', 'PROPN'), (';', 'PUNCT'), ('we', 'PRON'), ('can', 'AUX'), ('use', 'VERB'), ('similar', 'ADJ'), ('frameworks', 'NOUN'), ('to', 'PART'), ('model', 'VERB'), ('Afghanistan', 'PROPN'), ('to', 'PART'), ('weaken', 'VERB'), (',', 'PUNCT'), ('recruit', 'VERB'), (',', 'PUNCT'), ('and', 'CCONJ'), ('win', 'VERB'), ('over', 'ADP'), ('the', 'DET'), ('fanatics', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('region', 'NOUN'), ('\n      ', 'SPACE')]",democracy,NOUN,"[('ideal', 'ADJ'), ('institutions', 'NOUN')]",institutions,0.7098306584683549,0.15618580315477704,0.375,0.3333333333333335,0.009567275185936443,0.0
97,2000.,"Katherine Newman explores the explosion of working poverty in urban America.
      ",explosion,increase,"[('Katherine', 'PROPN'), ('Newman', 'PROPN'), ('explores', 'VERB'), ('the', 'DET'), ('explosion', 'NOUN'), ('of', 'ADP'), ('working', 'VERB'), ('poverty', 'NOUN'), ('in', 'ADP'), ('urban', 'PROPN'), ('America', 'PROPN'), ('\n      ', 'SPACE')]",poverty,NOUN,"[('increase', 'NOUN')]",increase,0.0,0.25081129331499935,0.25,0.16666666666666674,3.380662609871535e-05,0.0495049504950495
98,29 Jan 2008 at 10:26 am PST,"Hopefully this can open the eyes of several other european governments.
      ",eyes,perceptions,"[('Hopefully', 'ADV'), ('this', 'PRON'), ('can', 'AUX'), ('open', 'VERB'), ('the', 'DET'), ('eyes', 'NOUN'), ('of', 'ADP'), ('several', 'ADJ'), ('other', 'ADJ'), ('european', 'ADJ'), ('governments', 'NOUN'), ('\n      ', 'SPACE')]",governments,NOUN,"[('perceptions', 'NOUN')]",perceptions,0.5127930646975749,0.4213701434665248,0.5,0.16666666666666674,0.0006423258958755916,0.2376237623762376
99,"February 16th, 2008 · No Comments","Just as local experts were revealing their plans to ""fix"" what ails Colorado, a heavy-handed health care overhaul crashed on the rocks in California and Democrat presidential candidates clashed over the appropriate size of government’s health care hammer.
      ",hammer,policy,"[('Just', 'ADV'), ('as', 'SCONJ'), ('local', 'ADJ'), ('experts', 'NOUN'), ('were', 'AUX'), ('revealing', 'VERB'), ('their', 'PRON'), ('plans', 'NOUN'), ('to', 'PART'), ('""', 'PUNCT'), ('fix', 'VERB'), ('""', 'PUNCT'), ('what', 'PRON'), ('ails', 'VERB'), ('Colorado', 'PROPN'), (',', 'PUNCT'), ('a', 'DET'), ('heavy', 'ADJ'), ('handed', 'ADJ'), ('health', 'NOUN'), ('care', 'NOUN'), ('overhaul', 'NOUN'), ('crashed', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('rocks', 'NOUN'), ('in', 'ADP'), ('California', 'PROPN'), ('and', 'CCONJ'), ('Democrat', 'PROPN'), ('presidential', 'ADJ'), ('candidates', 'NOUN'), ('clashed', 'VERB'), ('over', 'ADP'), ('the', 'DET'), ('appropriate', 'ADJ'), ('size', 'NOUN'), ('of', 'ADP'), ('government', 'NOUN'), ('’s', 'PART'), ('health', 'NOUN'), ('care', 'NOUN'), ('hammer', 'NOUN'), ('\n      ', 'SPACE')]",government,NOUN,"[('policy', 'NOUN')]",policy,0.6559899817487381,0.4213701434665248,0.75,0.16666666666666674,0.0002704530087897228,0.2376237623762376
100,"Still not a good argument for why the gun is civilization, and again CIVLIZATION EXISTED FOR THOUSANDS OF YEARS BEFORE THE INVENTION OF THE FIREARM.","Because the gun is just the next incarnation of what equalizes the weak from the strong.
      ",incarnation,form,"[('Because', 'SCONJ'), ('the', 'DET'), ('gun', 'NOUN'), ('is', 'AUX'), ('just', 'ADV'), ('the', 'DET'), ('next', 'ADJ'), ('incarnation', 'NOUN'), ('of', 'ADP'), ('what', 'PRON'), ('equalizes', 'VERB'), ('the', 'DET'), ('weak', 'ADJ'), ('from', 'ADP'), ('the', 'DET'), ('strong', 'ADJ'), ('\n      ', 'SPACE')]",gun,NOUN,"[('form', 'NOUN')]",form,0.43018201591562594,0.9063285310504395,0.5,0.6666666666666667,0.00030425963488843813,0.702970297029703
101,As for the point of a gun....I'm not sure what you're getting at.,"A gun, in my opinion, is a tool.
      ",tool,object,"[('A', 'DET'), ('gun', 'NOUN'), (',', 'PUNCT'), ('in', 'ADP'), ('my', 'PRON'), ('opinion', 'NOUN'), (',', 'PUNCT'), ('is', 'AUX'), ('a', 'DET'), ('tool', 'NOUN'), ('\n      ', 'SPACE')]",gun,NOUN,"[('object', 'VERB')]",object,0.9059948037958092,0.9063285310504395,0.0,0.6666666666666667,1.0,0.702970297029703
102,Am I the only one who finds this shifty language extremely disturbing?,"I frankly think that Redress' language accurately reflects the position of all three branches of our government, and that's frankly just disturbing to me.
      ",branches,departments,"[('I', 'PRON'), ('frankly', 'ADV'), ('think', 'VERB'), ('that', 'SCONJ'), ('Redress', 'PROPN'), (""'"", 'PUNCT'), ('language', 'NOUN'), ('accurately', 'ADV'), ('reflects', 'VERB'), ('the', 'DET'), ('position', 'NOUN'), ('of', 'ADP'), ('all', 'DET'), ('three', 'NUM'), ('branches', 'NOUN'), ('of', 'ADP'), ('our', 'PRON'), ('government', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('that', 'PRON'), (""'s"", 'AUX'), ('frankly', 'ADV'), ('just', 'ADV'), ('disturbing', 'ADJ'), ('to', 'ADP'), ('me', 'PRON'), ('\n      ', 'SPACE')]",government,NOUN,"[('departments', 'NOUN')]",departments,0.8970108425563011,0.4213701434665248,0.75,0.16666666666666674,0.0022650439486139283,0.2376237623762376
103,"Not upset, just pointing out the obvious.","The 'obvious' would be that when there is a mass shooting, the anti-gun loons start screaming about more laws.
      ",loons,people,"[('The', 'DET'), (""'"", 'PUNCT'), ('obvious', 'ADJ'), (""'"", 'PUNCT'), ('would', 'AUX'), ('be', 'AUX'), ('that', 'SCONJ'), ('when', 'SCONJ'), ('there', 'PRON'), ('is', 'VERB'), ('a', 'DET'), ('mass', 'ADJ'), ('shooting', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('anti', 'ADJ'), ('gun', 'ADJ'), ('loons', 'NOUN'), ('start', 'VERB'), ('screaming', 'VERB'), ('about', 'ADP'), ('more', 'ADJ'), ('laws', 'NOUN'), ('\n      ', 'SPACE')]",gun,NOUN,"[('people', 'NOUN')]",people,0.38630958905227913,0.9063285310504395,0.125,0.6666666666666667,0.004665314401622718,0.702970297029703
104,"; HENRY GEORGE ON THE SOCIAL REVOLUTION ... ... to an audience which filled the orchestra seats and half filled the seats in the balcony and dress circle, on the subject of "" The Crime of Poverty. ... query.nytimes.com/gst/abstract.html?res=F10A10F63F5B10738DDDAD0A94DA405B8584F0D3","A Topical Directory: Search for poverty and crime The Crime of Poverty by Henry George; Global Distribution of Poverty Global poverty ... The Crime of Poverty ... Poverty in the United States - Wikipedia, ... www.topicala.com/tag/poverty%20and%20crime
      ",crime,injustice,"[('A', 'DET'), ('Topical', 'PROPN'), ('Directory', 'PROPN'), (':', 'PUNCT'), ('Search', 'NOUN'), ('for', 'ADP'), ('poverty', 'NOUN'), ('and', 'CCONJ'), ('crime', 'NOUN'), ('The', 'DET'), ('Crime', 'PROPN'), ('of', 'ADP'), ('Poverty', 'PROPN'), ('by', 'ADP'), ('Henry', 'PROPN'), ('George', 'PROPN'), (';', 'PUNCT'), ('Global', 'ADJ'), ('Distribution', 'PROPN'), ('of', 'ADP'), ('Poverty', 'PROPN'), ('Global', 'PROPN'), ('poverty', 'NOUN'), ('The', 'DET'), ('Crime', 'PROPN'), ('of', 'ADP'), ('Poverty', 'PROPN'), ('Poverty', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('United', 'PROPN'), ('States', 'PROPN'), ('Wikipedia', 'PROPN'), (',', 'PUNCT'), ('www.topicala.com/tag/poverty%20and%20crime', 'AUX'), ('\n      ', 'SPACE')]",poverty,NOUN,"[('injustice', 'NOUN')]",injustice,0.2749366024191132,0.25081129331499935,0.625,0.16666666666666674,0.0,0.0495049504950495
106,"Societies where women are more equal stand a greater chance of eliminating poverty, starting with reducing it by half by 2015.","At this critical juncture between the promise and its realization, poverty remains a complex puzzle.
      ",puzzle,problem,"[('At', 'ADP'), ('this', 'DET'), ('critical', 'ADJ'), ('juncture', 'NOUN'), ('between', 'ADP'), ('the', 'DET'), ('promise', 'NOUN'), ('and', 'CCONJ'), ('its', 'PRON'), ('realization', 'NOUN'), (',', 'PUNCT'), ('poverty', 'NOUN'), ('remains', 'VERB'), ('a', 'DET'), ('complex', 'ADJ'), ('puzzle', 'NOUN'), ('\n      ', 'SPACE')]",poverty,NOUN,"[('problem', 'NOUN')]",problem,0.28668946648339444,0.25081129331499935,0.5,0.16666666666666674,6.76132521974307e-05,0.0495049504950495
107,"Because of that, and because of the Legislature's lopsided responses to voter-approved tax measures in the past, we don't support Sen. Ed Murray's bill to repeal the two-thirds majority for any legislation that ""reduces, repeals, terminated, expires or otherwise modifies"" a tax break.","One way and another, that could let the Legislature open the tax door a lot wider than voters wanted when they passed I-1053.
      ",door,opportunity,"[('One', 'NUM'), ('way', 'NOUN'), ('and', 'CCONJ'), ('another', 'PRON'), (',', 'PUNCT'), ('that', 'PRON'), ('could', 'AUX'), ('let', 'VERB'), ('the', 'DET'), ('Legislature', 'PROPN'), ('open', 'VERB'), ('the', 'DET'), ('tax', 'NOUN'), ('door', 'NOUN'), ('a', 'DET'), ('lot', 'NOUN'), ('wider', 'ADJ'), ('than', 'SCONJ'), ('voters', 'NOUN'), ('wanted', 'VERB'), ('when', 'SCONJ'), ('they', 'PRON'), ('passed', 'VERB'), ('I-1053', 'PRON'), ('\n      ', 'SPACE')]",tax,NOUN,"[('opportunity', 'NOUN')]",opportunity,0.5528946839970027,0.6137579356910883,0.5,0.3333333333333335,0.0009127789046653143,0.4455445544554455
108,"From the e-newsletter on the affordable housing production and financing industry, State of the Market 35: The last-mile counterpart, by David Smith of Recap Market Advisors:","Government is a factory that produces only two products
      ",factory,system,"[('Government', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('factory', 'NOUN'), ('that', 'PRON'), ('produces', 'VERB'), ('only', 'ADV'), ('two', 'NUM'), ('products', 'NOUN'), ('\n      ', 'SPACE')]",government,NOUN,"[('system', 'NOUN')]",system,0.6920528448448967,0.4213701434665248,0.5,0.16666666666666674,0.003008789722785666,0.2376237623762376
109,How to Build a Fortune [With CD-ROM with Workbook and Trump Cards and DVD] by Donald Trump,"How to Build a Fortune [With CD-ROM with Workbook and Trump Cards and DVD] 4.75 of 5 stars 4.75  ·  rating details  ·  4 ratings  ·  3 reviews Learn from a true master of wealth how to create your own personal fortune!
      ",master,expert,"[('How', 'SCONJ'), ('to', 'PART'), ('Build', 'VERB'), ('a', 'DET'), ('Fortune', 'PROPN'), ('[', 'X'), ('With', 'ADP'), ('CD', 'NOUN'), ('ROM', 'NOUN'), ('with', 'ADP'), ('Workbook', 'PROPN'), ('and', 'CCONJ'), ('Trump', 'PROPN'), ('Cards', 'PROPN'), ('and', 'CCONJ'), ('DVD', 'NOUN'), (']', 'PUNCT'), ('4.75', 'NUM'), ('of', 'ADP'), ('5', 'NUM'), ('stars', 'NOUN'), ('4.75', 'NUM'), ('\xa0', 'SPACE'), ('·', 'SYM'), ('\xa0 ', 'SPACE'), ('rating', 'NOUN'), ('details', 'NOUN'), ('\xa0', 'SPACE'), ('·', 'SYM'), ('\xa0 ', 'SPACE'), ('4', 'NUM'), ('ratings', 'NOUN'), ('\xa0', 'SPACE'), ('·', 'SYM'), ('\xa0 ', 'SPACE'), ('3', 'NUM'), ('reviews', 'NOUN'), ('Learn', 'PROPN'), ('from', 'ADP'), ('a', 'DET'), ('true', 'ADJ'), ('master', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), ('how', 'SCONJ'), ('to', 'PART'), ('create', 'VERB'), ('your', 'PRON'), ('own', 'ADJ'), ('personal', 'ADJ'), ('fortune', 'NOUN'), ('\n      ', 'SPACE')]",wealth,NOUN,"[('expert', 'NOUN')]",expert,0.5356348214687482,0.2992696144197787,0.25,0.16666666666666674,0.006017579445571331,0.07920792079207922
110,"""The Rothschilds introduced the rule of money into European politics.","The Rothschilds were the servants of money who undertook the reconstruct the world as an image of money and its functions.
      ",servants,obsession,"[('The', 'DET'), ('Rothschilds', 'PROPN'), ('were', 'AUX'), ('the', 'DET'), ('servants', 'NOUN'), ('of', 'ADP'), ('money', 'NOUN'), ('who', 'PRON'), ('undertook', 'VERB'), ('the', 'DET'), ('reconstruct', 'NOUN'), ('the', 'DET'), ('world', 'NOUN'), ('as', 'ADP'), ('an', 'DET'), ('image', 'NOUN'), ('of', 'ADP'), ('money', 'NOUN'), ('and', 'CCONJ'), ('its', 'PRON'), ('functions', 'NOUN'), ('\n      ', 'SPACE')]",money,NOUN,"[('obsession', 'NOUN')]",obsession,0.11918255040035408,0.4164913874921084,0.375,0.16666666666666674,3.380662609871535e-05,0.2277227722772277
111,But very often they are not.,"Instead, many religions simply accumulate countless millions of dollars in assets, including vast amounts of property, huge and lavish church buildings, and unceasing luxury for their leaders - this although virtually all religions teach that excessive wealth is a barrier to salvation.
      ",barrier,hindrance,"[('Instead', 'ADV'), (',', 'PUNCT'), ('many', 'ADJ'), ('religions', 'NOUN'), ('simply', 'ADV'), ('accumulate', 'VERB'), ('countless', 'ADJ'), ('millions', 'NOUN'), ('of', 'ADP'), ('dollars', 'NOUN'), ('in', 'ADP'), ('assets', 'NOUN'), (',', 'PUNCT'), ('including', 'VERB'), ('vast', 'ADJ'), ('amounts', 'NOUN'), ('of', 'ADP'), ('property', 'NOUN'), (',', 'PUNCT'), ('huge', 'ADJ'), ('and', 'CCONJ'), ('lavish', 'ADJ'), ('church', 'NOUN'), ('buildings', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('unceasing', 'VERB'), ('luxury', 'NOUN'), ('for', 'ADP'), ('their', 'PRON'), ('leaders', 'NOUN'), ('this', 'PRON'), ('although', 'SCONJ'), ('virtually', 'ADV'), ('all', 'DET'), ('religions', 'NOUN'), ('teach', 'VERB'), ('that', 'SCONJ'), ('excessive', 'ADJ'), ('wealth', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('barrier', 'NOUN'), ('to', 'ADP'), ('salvation', 'NOUN'), ('\n      ', 'SPACE')]",wealth,NOUN,"[('hindrance', 'NOUN')]",hindrance,0.4861982471465553,0.2992696144197787,0.5,0.16666666666666674,0.0005070993914807302,0.07920792079207922
112,"Depending on where you’re from and what you want to do, the level of difficulty varies.","You’re bound to experience the Kafkaesque horrors of Czech bureaucracy eventually – there’s really no way of escaping it.
      ",horrors,difficulties,"[('You', 'PRON'), ('’re', 'AUX'), ('bound', 'VERB'), ('to', 'PART'), ('experience', 'VERB'), ('the', 'DET'), ('Kafkaesque', 'ADJ'), ('horrors', 'NOUN'), ('of', 'ADP'), ('Czech', 'ADJ'), ('bureaucracy', 'NOUN'), ('eventually', 'ADV'), ('–', 'PUNCT'), ('there', 'PRON'), ('’s', 'VERB'), ('really', 'ADV'), ('no', 'DET'), ('way', 'NOUN'), ('of', 'ADP'), ('escaping', 'VERB'), ('it', 'PRON'), ('\n      ', 'SPACE')]",bureaucracy,NOUN,"[('difficulties', 'NOUN')]",difficulties,0.6442371176844568,0.23902585024333156,0.875,0.3333333333333335,6.76132521974307e-05,0.009900990099009903
113,Violent criminals such as Billy the Kid and John Dillinger became celebrated and in some quarters even admired.,"I am not aware of another developed country that has had a similar romance of the gun.
      ",romance,fascination,"[('I', 'PRON'), ('am', 'AUX'), ('not', 'PART'), ('aware', 'ADJ'), ('of', 'ADP'), ('another', 'DET'), ('developed', 'VERB'), ('country', 'NOUN'), ('that', 'PRON'), ('has', 'AUX'), ('had', 'VERB'), ('a', 'DET'), ('similar', 'ADJ'), ('romance', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('gun', 'NOUN'), ('\n      ', 'SPACE')]",gun,NOUN,"[('fascination', 'NOUN')]",fascination,0.2749366024191132,0.9063285310504395,0.625,0.6666666666666667,0.0,0.702970297029703
114,You are precisely right that a lower rate on capital gains is a reason Buffet pays one-half the tax rate of his mignons.,"AMT (the tax bubble for the semi-rich that we should eliminate) is a second contributor to the regressive nature of our current income tax system.
      ",bubble,increase,"[('AMT', 'PROPN'), ('the', 'DET'), ('tax', 'NOUN'), ('bubble', 'NOUN'), ('for', 'ADP'), ('the', 'DET'), ('semi', 'ADJ'), ('rich', 'ADJ'), ('that', 'SCONJ'), ('we', 'PRON'), ('should', 'AUX'), ('eliminate', 'VERB'), ('is', 'AUX'), ('a', 'DET'), ('second', 'ADJ'), ('contributor', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('regressive', 'ADJ'), ('nature', 'NOUN'), ('of', 'ADP'), ('our', 'PRON'), ('current', 'ADJ'), ('income', 'NOUN'), ('tax', 'NOUN'), ('system', 'NOUN'), ('\n      ', 'SPACE')]",tax,NOUN,"[('increase', 'NOUN')]",increase,0.0,0.6137579356910883,0.25,0.3333333333333335,3.380662609871535e-05,0.4455445544554455
116,"Rather, he proposes that racism and the related conferral or denial of whiteness and its privileges has been ""among the central organizers of the political life of the republic all along"" (43).","In making these claims Jacobson seeks to revise the work of Oscar Handlin and John Higham, who have depicted racism as periodically causing aberrations in America's grand odyssey of democracy, not as a ""language and a logic"" that caught white as well as black and red others in its grasp throughout America's history (135, 164, 274).
      ",odyssey,history,"[('In', 'ADP'), ('making', 'VERB'), ('these', 'DET'), ('claims', 'NOUN'), ('Jacobson', 'PROPN'), ('seeks', 'VERB'), ('to', 'PART'), ('revise', 'VERB'), ('the', 'DET'), ('work', 'NOUN'), ('of', 'ADP'), ('Oscar', 'PROPN'), ('Handlin', 'PROPN'), ('and', 'CCONJ'), ('John', 'PROPN'), ('Higham', 'PROPN'), (',', 'PUNCT'), ('who', 'PRON'), ('have', 'AUX'), ('depicted', 'VERB'), ('racism', 'NOUN'), ('as', 'ADP'), ('periodically', 'ADV'), ('causing', 'VERB'), ('aberrations', 'NOUN'), ('in', 'ADP'), ('America', 'PROPN'), (""'s"", 'PART'), ('grand', 'ADJ'), ('odyssey', 'NOUN'), ('of', 'ADP'), ('democracy', 'NOUN'), (',', 'PUNCT'), ('not', 'PART'), ('as', 'ADP'), ('a', 'DET'), ('""', 'PUNCT'), ('language', 'NOUN'), ('and', 'CCONJ'), ('a', 'DET'), ('logic', 'NOUN'), ('""', 'PUNCT'), ('that', 'PRON'), ('caught', 'VERB'), ('white', 'ADJ'), ('as', 'ADV'), ('well', 'ADV'), ('as', 'ADP'), ('black', 'ADJ'), ('and', 'CCONJ'), ('red', 'ADJ'), ('others', 'NOUN'), ('in', 'ADP'), ('its', 'PRON'), ('grasp', 'NOUN'), ('throughout', 'ADP'), ('America', 'PROPN'), (""'s"", 'PART'), ('history', 'NOUN'), ('135', 'NUM'), (',', 'PUNCT'), ('164', 'NUM'), (',', 'PUNCT'), ('274', 'NUM'), ('\n      ', 'SPACE')]",democracy,NOUN,"[('history', 'NOUN')]",history,0.036571501618405056,0.15618580315477704,0.375,0.3333333333333335,0.0,0.0
117,People elect someone but this someone always follows the word and the will of another someone who is superior of him (this is called bank or multi industry or natural resources owner).,"Democracy is a circle where each and everybody have equal distance from the center, a center which represents the one voice for all.
      ",circle,system,"[('Democracy', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('circle', 'NOUN'), ('where', 'SCONJ'), ('each', 'PRON'), ('and', 'CCONJ'), ('everybody', 'PRON'), ('have', 'VERB'), ('equal', 'ADJ'), ('distance', 'NOUN'), ('from', 'ADP'), ('the', 'DET'), ('center', 'NOUN'), (',', 'PUNCT'), ('a', 'DET'), ('center', 'NOUN'), ('which', 'PRON'), ('represents', 'VERB'), ('the', 'DET'), ('one', 'NUM'), ('voice', 'NOUN'), ('for', 'ADP'), ('all', 'PRON'), ('\n      ', 'SPACE')]",democracy,NOUN,"[('system', 'NOUN')]",system,0.6920528448448967,0.15618580315477704,0.5,0.3333333333333335,0.003008789722785666,0.0
118,"The public is highly subject to influence, but only because people are uninformed and disconnected from a vastly distant, enormously complex government.)","But since citizens are so distant and disconnected from the government, does this mean that democracy is a fantasy?
      ",fantasy,illusion,"[('But', 'CCONJ'), ('since', 'SCONJ'), ('citizens', 'NOUN'), ('are', 'AUX'), ('so', 'ADV'), ('distant', 'ADJ'), ('and', 'CCONJ'), ('disconnected', 'ADJ'), ('from', 'ADP'), ('the', 'DET'), ('government', 'NOUN'), (',', 'PUNCT'), ('does', 'AUX'), ('this', 'PRON'), ('mean', 'VERB'), ('that', 'SCONJ'), ('democracy', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('fantasy', 'NOUN'), ('?', 'PUNCT'), ('\n      ', 'SPACE')]",democracy,NOUN,"[('illusion', 'NOUN')]",illusion,0.5068551368334587,0.15618580315477704,0.625,0.3333333333333335,0.00020283975659229206,0.0
119,Various international journalism bodies were among observers at Tuesday's court hearing.,"""Press freedom is the thermometer of democracy.
      ",thermometer,indicator,"[('""', 'PUNCT'), ('Press', 'PROPN'), ('freedom', 'NOUN'), ('is', 'AUX'), ('the', 'DET'), ('thermometer', 'NOUN'), ('of', 'ADP'), ('democracy', 'NOUN'), ('\n      ', 'SPACE')]",democracy,NOUN,"[('indicator', 'NOUN')]",indicator,0.43018201591562594,0.15618580315477704,0.5,0.3333333333333335,0.00030425963488843813,0.0
