,Unnamed: 0,prev_text,current_text,source,literal expression suggestion 1,Good or Not? ,Unnamed: 6,target,third note,literal expression suggestion 2,verbose literal expression,notes,Unnamed: 12,pos,source_pos
102,102,"No more ""Free Burma"" Boycotts","The FBC was founded at the University of Wisconsin at Madison in 1995 as a Burmese-led political initiative to support Burmese people's aspirations and struggle for democracy and human rights through boycotts, pro-sanctions advocacy and Burma awareness promotion.
      ",struggle,I couldn't come up with a target.,n,0.0,efforts,,efforts,,,,"[('The', 'DET'), ('FBC', 'PROPN'), ('was', 'AUX'), ('founded', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('University', 'PROPN'), ('of', 'ADP'), ('Wisconsin', 'PROPN'), ('at', 'ADP'), ('Madison', 'PROPN'), ('in', 'ADP'), ('1995', 'NUM'), ('as', 'ADP'), ('a', 'DET'), ('Burmese', 'PROPN'), ('led', 'VERB'), ('political', 'ADJ'), ('initiative', 'NOUN'), ('to', 'PART'), ('support', 'VERB'), ('Burmese', 'ADJ'), ('people', 'NOUN'), (""'s"", 'PART'), ('aspirations', 'NOUN'), ('and', 'CCONJ'), ('struggle', 'NOUN'), ('for', 'ADP'), ('democracy', 'NOUN'), ('and', 'CCONJ'), ('human', 'ADJ'), ('rights', 'NOUN'), ('through', 'ADP'), ('boycotts', 'NOUN'), (',', 'PUNCT'), ('pro', 'ADJ'), ('sanctions', 'NOUN'), ('advocacy', 'NOUN'), ('and', 'CCONJ'), ('Burma', 'PROPN'), ('awareness', 'NOUN'), ('promotion', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
103,103,"Grose, Thomas K. // Time International (South Pacific Edition);12/31/2007-1/7/2008, Issue 51/52, p114 The article discusses the increase production of Rolls-Royce automobiles.","Demand for the luxury cars is soaring as new wealth floods into Asia, especially China.
      ",floods,increases,y,1.0,increases,,,,Verb not noun,,"[('Demand', 'NOUN'), ('for', 'ADP'), ('the', 'DET'), ('luxury', 'NOUN'), ('cars', 'NOUN'), ('is', 'AUX'), ('soaring', 'VERB'), ('as', 'ADP'), ('new', 'ADJ'), ('wealth', 'NOUN'), ('floods', 'NOUN'), ('into', 'ADP'), ('Asia', 'PROPN'), (',', 'PUNCT'), ('especially', 'ADV'), ('China', 'PROPN'), ('\r\n      ', 'SPACE')]",NOUN
104,104,"“Everyone in Egypt has been upset with the idea of the marriage of wealth and power,” Mr. Bargisi said.","“I am afraid the divorce of wealth from power will probably not only lead to the unfair treatment of many businessmen and former politicians, but might also take Egypt in a direction that will be devastating for the economy and the prospects of democracy.
      ",divorce,separation,y,1.0,separation,,,,,,"[('“', 'PUNCT'), ('I', 'PRON'), ('am', 'AUX'), ('afraid', 'ADJ'), ('the', 'DET'), ('divorce', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), ('from', 'ADP'), ('power', 'NOUN'), ('will', 'AUX'), ('probably', 'ADV'), ('not', 'PART'), ('only', 'ADV'), ('lead', 'VERB'), ('to', 'ADP'), ('the', 'DET'), ('unfair', 'ADJ'), ('treatment', 'NOUN'), ('of', 'ADP'), ('many', 'ADJ'), ('businessmen', 'NOUN'), ('and', 'CCONJ'), ('former', 'ADJ'), ('politicians', 'NOUN'), (',', 'PUNCT'), ('but', 'CCONJ'), ('might', 'AUX'), ('also', 'ADV'), ('take', 'VERB'), ('Egypt', 'PROPN'), ('in', 'ADP'), ('a', 'DET'), ('direction', 'NOUN'), ('that', 'PRON'), ('will', 'AUX'), ('be', 'AUX'), ('devastating', 'ADJ'), ('for', 'ADP'), ('the', 'DET'), ('economy', 'NOUN'), ('and', 'CCONJ'), ('the', 'DET'), ('prospects', 'NOUN'), ('of', 'ADP'), ('democracy', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
105,105,A lot can be done within the 'belly of the beast'.,"Cheers from a fellow bureaucratic traveler.
      ",traveler,employee,y,1.0,employee,,person,individual,A very strange metaphor. Feels quite unnatural to me.,,"[('Cheers', 'NOUN'), ('from', 'ADP'), ('a', 'DET'), ('fellow', 'ADJ'), ('bureaucratic', 'ADJ'), ('traveler', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
106,106,We used to take kids and sometimes their parents shooting on our own property.,"We'd provide the guns and the ammo as a way of dispelling the perceived taint of guns.
      ",taint,stigma,y,1.0,stigma,,,,,,"[('We', 'PRON'), (""'d"", 'AUX'), ('provide', 'VERB'), ('the', 'DET'), ('guns', 'NOUN'), ('and', 'CCONJ'), ('the', 'DET'), ('ammo', 'NOUN'), ('as', 'ADP'), ('a', 'DET'), ('way', 'NOUN'), ('of', 'ADP'), ('dispelling', 'VERB'), ('the', 'DET'), ('perceived', 'VERB'), ('taint', 'NOUN'), ('of', 'ADP'), ('guns', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
107,107,"Rather, he proposes that racism and the related conferral or denial of whiteness and its privileges has been ""among the central organizers of the political life of the republic all along"" (43).","In making these claims Jacobson seeks to revise the work of Oscar Handlin and John Higham, who have depicted racism as periodically causing aberrations in America's grand odyssey of democracy, not as a ""language and a logic"" that caught white as well as black and red others in its grasp throughout America's history (135, 164, 274).
      ",odyssey,history,y,1.0,history,,,,,,"[('In', 'ADP'), ('making', 'VERB'), ('these', 'DET'), ('claims', 'NOUN'), ('Jacobson', 'PROPN'), ('seeks', 'VERB'), ('to', 'PART'), ('revise', 'VERB'), ('the', 'DET'), ('work', 'NOUN'), ('of', 'ADP'), ('Oscar', 'PROPN'), ('Handlin', 'PROPN'), ('and', 'CCONJ'), ('John', 'PROPN'), ('Higham', 'PROPN'), (',', 'PUNCT'), ('who', 'PRON'), ('have', 'AUX'), ('depicted', 'VERB'), ('racism', 'NOUN'), ('as', 'ADP'), ('periodically', 'ADV'), ('causing', 'VERB'), ('aberrations', 'NOUN'), ('in', 'ADP'), ('America', 'PROPN'), (""'s"", 'PART'), ('grand', 'ADJ'), ('odyssey', 'NOUN'), ('of', 'ADP'), ('democracy', 'NOUN'), (',', 'PUNCT'), ('not', 'PART'), ('as', 'ADP'), ('a', 'DET'), ('""', 'PUNCT'), ('language', 'NOUN'), ('and', 'CCONJ'), ('a', 'DET'), ('logic', 'NOUN'), ('""', 'PUNCT'), ('that', 'PRON'), ('caught', 'VERB'), ('white', 'ADJ'), ('as', 'ADV'), ('well', 'ADV'), ('as', 'ADP'), ('black', 'ADJ'), ('and', 'CCONJ'), ('red', 'ADJ'), ('others', 'NOUN'), ('in', 'ADP'), ('its', 'PRON'), ('grasp', 'NOUN'), ('throughout', 'ADP'), ('America', 'PROPN'), (""'s"", 'PART'), ('history', 'NOUN'), ('135', 'NUM'), (',', 'PUNCT'), ('164', 'NUM'), (',', 'PUNCT'), ('274', 'NUM'), ('\r\n      ', 'SPACE')]",NOUN
108,108,"Not with glitzy events, not with advertising, not with travel to meet constituents.","And they don’t have the glamour and veneer of wealth that appeals and dazzles, nor do they have the support of the lobbyists they can promise sweet payouts to once they get into office.
      ",veneer,illusion,n,0.0,appeal,,appeal,superficial appeal,,,"[('And', 'CCONJ'), ('they', 'PRON'), ('do', 'AUX'), ('n’t', 'PART'), ('have', 'VERB'), ('the', 'DET'), ('glamour', 'NOUN'), ('and', 'CCONJ'), ('veneer', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), ('that', 'PRON'), ('appeals', 'VERB'), ('and', 'CCONJ'), ('dazzles', 'NOUN'), (',', 'PUNCT'), ('nor', 'CCONJ'), ('do', 'AUX'), ('they', 'PRON'), ('have', 'VERB'), ('the', 'DET'), ('support', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('lobbyists', 'NOUN'), ('they', 'PRON'), ('can', 'AUX'), ('promise', 'VERB'), ('sweet', 'ADJ'), ('payouts', 'NOUN'), ('to', 'ADP'), ('once', 'SCONJ'), ('they', 'PRON'), ('get', 'VERB'), ('into', 'ADP'), ('office', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
109,109,"Taxation should be based on social and economic impact, not adherence to utopia ideology.","Shifting the entire tax burden onto landowners would likely result in a disaster from massive hikes in the price of food.
      ",burden,taxes,n,0.0,obligation,,obligation,large obligation,,,"[('Shifting', 'VERB'), ('the', 'DET'), ('entire', 'ADJ'), ('tax', 'NOUN'), ('burden', 'NOUN'), ('onto', 'ADP'), ('landowners', 'NOUN'), ('would', 'AUX'), ('likely', 'ADV'), ('result', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('disaster', 'NOUN'), ('from', 'ADP'), ('massive', 'ADJ'), ('hikes', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('price', 'NOUN'), ('of', 'ADP'), ('food', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
110,110,"When charter schools were approved in North Carolina in 1996, they came under the purview of the State Board of Education. The legislature wrote the broad rules. An advisory committee created by the state board was responsible for screening charter school applications.","The system as it evolved seemed to work as intended. Though 29 charter schools closed in the first decade of the state’s charter school initiative, others thrived. There’s no doubt that they’re popular. Once the legislature eliminated a cap of 100 schools statewide, the ranks of charters grew to 107 this year. Another 25 will open in the fall. The State Board of Education has largely let charter schools rise or fall on their own merits. To its credit, the state board didn’t drown charter schools in a bureaucratic bathtub.
      ",bathtub,bureaucracy,n,0.0,situation,,situation,"environment, negative situation, negative environment",,Corrected annotation to literal interpretation (changed to n),"[('The', 'DET'), ('system', 'NOUN'), ('as', 'SCONJ'), ('it', 'PRON'), ('evolved', 'VERB'), ('seemed', 'VERB'), ('to', 'PART'), ('work', 'VERB'), ('as', 'SCONJ'), ('intended', 'VERB'), ('Though', 'SCONJ'), ('29', 'NUM'), ('charter', 'NOUN'), ('schools', 'NOUN'), ('closed', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('first', 'ADJ'), ('decade', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('state', 'NOUN'), ('’s', 'PART'), ('charter', 'NOUN'), ('school', 'NOUN'), ('initiative', 'NOUN'), (',', 'PUNCT'), ('others', 'NOUN'), ('thrived', 'VERB'), ('There', 'PRON'), ('’s', 'VERB'), ('no', 'DET'), ('doubt', 'NOUN'), ('that', 'SCONJ'), ('they', 'PRON'), ('’re', 'VERB'), ('popular', 'ADJ'), ('Once', 'SCONJ'), ('the', 'DET'), ('legislature', 'NOUN'), ('eliminated', 'VERB'), ('a', 'DET'), ('cap', 'NOUN'), ('of', 'ADP'), ('100', 'NUM'), ('schools', 'NOUN'), ('statewide', 'ADV'), (',', 'PUNCT'), ('the', 'DET'), ('ranks', 'NOUN'), ('of', 'ADP'), ('charters', 'NOUN'), ('grew', 'VERB'), ('to', 'ADP'), ('107', 'NUM'), ('this', 'DET'), ('year', 'NOUN'), ('Another', 'DET'), ('25', 'NUM'), ('will', 'AUX'), ('open', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('fall', 'NOUN'), ('The', 'DET'), ('State', 'PROPN'), ('Board', 'PROPN'), ('of', 'ADP'), ('Education', 'PROPN'), ('has', 'AUX'), ('largely', 'ADV'), ('let', 'VERB'), ('charter', 'NOUN'), ('schools', 'NOUN'), ('rise', 'VERB'), ('or', 'CCONJ'), ('fall', 'VERB'), ('on', 'ADP'), ('their', 'PRON'), ('own', 'ADJ'), ('merits', 'NOUN'), ('To', 'ADP'), ('its', 'PRON'), ('credit', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('state', 'NOUN'), ('board', 'NOUN'), ('did', 'AUX'), ('n’t', 'PART'), ('drown', 'VERB'), ('charter', 'NOUN'), ('schools', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('bureaucratic', 'ADJ'), ('bathtub', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
111,111,Free trade is not free; it comes at the price of our nation.,"Even an idiot knows that when imports exceed exports you have a net money and wealth drain, a drain that has now reached catastrophic proportions.
      ",drain,loss,y,1.0,loss,,,,,,"[('Even', 'ADV'), ('an', 'DET'), ('idiot', 'NOUN'), ('knows', 'VERB'), ('that', 'SCONJ'), ('when', 'SCONJ'), ('imports', 'NOUN'), ('exceed', 'VERB'), ('exports', 'NOUN'), ('you', 'PRON'), ('have', 'VERB'), ('a', 'DET'), ('net', 'ADJ'), ('money', 'NOUN'), ('and', 'CCONJ'), ('wealth', 'NOUN'), ('drain', 'NOUN'), (',', 'PUNCT'), ('a', 'DET'), ('drain', 'NOUN'), ('that', 'PRON'), ('has', 'AUX'), ('now', 'ADV'), ('reached', 'VERB'), ('catastrophic', 'ADJ'), ('proportions', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
112,112,How would I provide any kind of data?,"The gun cult and their stooges won't allow it to be released.
      ",cult,group,y,1.0,group,,,,,,"[('The', 'DET'), ('gun', 'NOUN'), ('cult', 'NOUN'), ('and', 'CCONJ'), ('their', 'PRON'), ('stooges', 'NOUN'), ('wo', 'AUX'), (""n't"", 'PART'), ('allow', 'VERB'), ('it', 'PRON'), ('to', 'PART'), ('be', 'AUX'), ('released', 'VERB'), ('\r\n      ', 'SPACE')]",NOUN
113,113,SITES/SERVICES >,"News24 Home > MyNews24 > Your Story Planting the seeds of poverty View 109 Comments By: Kevin King 2011-05-11 13:00 Planting the seeds of poverty
      ",seeds,actions,n,0.0,causes,,causes,,,,"[('News24', 'PROPN'), ('Home', 'PROPN'), ('>', 'X'), ('MyNews24', 'PROPN'), ('>', 'PUNCT'), ('Your', 'PRON'), ('Story', 'NOUN'), ('Planting', 'VERB'), ('the', 'DET'), ('seeds', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), ('View', 'PROPN'), ('109', 'NUM'), ('Comments', 'NOUN'), ('By', 'ADP'), (':', 'PUNCT'), ('Kevin', 'PROPN'), ('King', 'PROPN'), ('2011', 'NUM'), ('05', 'NUM'), ('11', 'NUM'), ('13:00', 'NUM'), ('Planting', 'VERB'), ('the', 'DET'), ('seeds', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
114,114,"People in poverty cope by pooling resources, by trimming waste any way they can, by coordinating efforts and use of limited items.","Greed is not considered an awful vice in poor communities--everyone reacts differently to the invisible squeeze of poverty.
      ",squeeze,stress,n,0.0,deprivations,,deprivations,,,,"[('Greed', 'PROPN'), ('is', 'AUX'), ('not', 'PART'), ('considered', 'VERB'), ('an', 'DET'), ('awful', 'ADJ'), ('vice', 'NOUN'), ('in', 'ADP'), ('poor', 'ADJ'), ('communities', 'NOUN'), ('everyone', 'PRON'), ('reacts', 'VERB'), ('differently', 'ADV'), ('to', 'ADP'), ('the', 'DET'), ('invisible', 'ADJ'), ('squeeze', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
115,115,"Thursday, Jan 15, 2009 01:15 EST","Conservative Kudlow dishes on Obama dinner
      ",dishes,not metaphorical,n,0.0,gossips,,gossips,,Verb not noun,,"[('Conservative', 'ADJ'), ('Kudlow', 'PROPN'), ('dishes', 'NOUN'), ('on', 'ADP'), ('Obama', 'PROPN'), ('dinner', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
116,116,"And no one would have even known that, if his wife would have never gotten one more hole in the head than he ever bargained for.","Now his space shuttle is in a museum, so he's trying to fly on the coat-tails of BHO's one-way anti-gun trip to Utopia.
      ",trip,policy,y,1.0,policy,,,,Another quite weird one,,"[('Now', 'ADV'), ('his', 'PRON'), ('space', 'NOUN'), ('shuttle', 'NOUN'), ('is', 'AUX'), ('in', 'ADP'), ('a', 'DET'), ('museum', 'NOUN'), (',', 'PUNCT'), ('so', 'ADV'), ('he', 'PRON'), (""'s"", 'AUX'), ('trying', 'VERB'), ('to', 'PART'), ('fly', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('coat', 'NOUN'), ('tails', 'NOUN'), ('of', 'ADP'), ('BHO', 'PROPN'), (""'s"", 'PART'), ('one', 'NUM'), ('way', 'NOUN'), ('anti', 'ADJ'), ('gun', 'ADJ'), ('trip', 'NOUN'), ('to', 'ADP'), ('Utopia', 'PROPN'), ('\r\n      ', 'SPACE')]",NOUN
117,117,The protocol was recommended for adoption by the National Institute on Clinical Excellence (NICE)—the NHS’s rationing and quality oversight board—and there you go; problem solved.1 Except it wasn’t.,"Indeed, as so often happens in centralized systems, the bureaucratic remedy for one problem led to even worse trouble down the line.
      ",remedy,solution,y,1.0,solution,,,,,,"[('Indeed', 'ADV'), (',', 'PUNCT'), ('as', 'SCONJ'), ('so', 'ADV'), ('often', 'ADV'), ('happens', 'VERB'), ('in', 'ADP'), ('centralized', 'ADJ'), ('systems', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('bureaucratic', 'ADJ'), ('remedy', 'NOUN'), ('for', 'ADP'), ('one', 'NUM'), ('problem', 'NOUN'), ('led', 'VERB'), ('to', 'ADP'), ('even', 'ADV'), ('worse', 'ADJ'), ('trouble', 'NOUN'), ('down', 'ADP'), ('the', 'DET'), ('line', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
118,118,Public bureaucracies warrant the attention of political scientists because bureaucrats help determine the contents and effectiveness of public policies.,"Although the relationships between them and the other participants in public policy making can theoretically range from bureaucratic dominance, or at least autonomy, to passive bureaucratic subservience, most political scientists tend to treat American bureaucrats as significant but not commanding partners in the interplay of checks and balances in the political process.
      ",subservience,I couldn't come up with a target.,n,0.0,passivity,,passivity,,,,"[('Although', 'SCONJ'), ('the', 'DET'), ('relationships', 'NOUN'), ('between', 'ADP'), ('them', 'PRON'), ('and', 'CCONJ'), ('the', 'DET'), ('other', 'ADJ'), ('participants', 'NOUN'), ('in', 'ADP'), ('public', 'ADJ'), ('policy', 'NOUN'), ('making', 'NOUN'), ('can', 'AUX'), ('theoretically', 'ADV'), ('range', 'VERB'), ('from', 'ADP'), ('bureaucratic', 'ADJ'), ('dominance', 'NOUN'), (',', 'PUNCT'), ('or', 'CCONJ'), ('at', 'ADP'), ('least', 'ADJ'), ('autonomy', 'NOUN'), (',', 'PUNCT'), ('to', 'ADP'), ('passive', 'ADJ'), ('bureaucratic', 'ADJ'), ('subservience', 'NOUN'), (',', 'PUNCT'), ('most', 'ADJ'), ('political', 'ADJ'), ('scientists', 'NOUN'), ('tend', 'VERB'), ('to', 'PART'), ('treat', 'VERB'), ('American', 'ADJ'), ('bureaucrats', 'NOUN'), ('as', 'ADP'), ('significant', 'ADJ'), ('but', 'CCONJ'), ('not', 'PART'), ('commanding', 'VERB'), ('partners', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('interplay', 'NOUN'), ('of', 'ADP'), ('checks', 'NOUN'), ('and', 'CCONJ'), ('balances', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('political', 'ADJ'), ('process', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
119,119,“A primary implication of our results is that a non-benevolent government will wish to decrease the salience of taxes and that voters facing a non-benevolent government will wish to keep taxes' salience high--even if the forms of taxation that are highly salient cause inconvenience and animus such as that generated by the property tax.”,"Using a trusty “Academic to English” translator, you get this: “A primary implication of our results is that a government which seeks to prioritize and advance its own internal interests over the interests of citizens will want to reduce the visibility of taxation.
      ",visibility,awareness,y,1.0,awareness,,,,,,"[('Using', 'VERB'), ('a', 'DET'), ('trusty', 'NOUN'), ('“', 'PUNCT'), ('Academic', 'ADJ'), ('to', 'ADP'), ('English', 'PROPN'), ('”', 'PUNCT'), ('translator', 'NOUN'), (',', 'PUNCT'), ('you', 'PRON'), ('get', 'VERB'), ('this', 'PRON'), (':', 'PUNCT'), ('“', 'PUNCT'), ('A', 'DET'), ('primary', 'ADJ'), ('implication', 'NOUN'), ('of', 'ADP'), ('our', 'PRON'), ('results', 'NOUN'), ('is', 'AUX'), ('that', 'SCONJ'), ('a', 'DET'), ('government', 'NOUN'), ('which', 'PRON'), ('seeks', 'VERB'), ('to', 'PART'), ('prioritize', 'VERB'), ('and', 'CCONJ'), ('advance', 'VERB'), ('its', 'PRON'), ('own', 'ADJ'), ('internal', 'ADJ'), ('interests', 'NOUN'), ('over', 'ADP'), ('the', 'DET'), ('interests', 'NOUN'), ('of', 'ADP'), ('citizens', 'NOUN'), ('will', 'AUX'), ('want', 'VERB'), ('to', 'PART'), ('reduce', 'VERB'), ('the', 'DET'), ('visibility', 'NOUN'), ('of', 'ADP'), ('taxation', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
120,120,"It begins with the Louisiana Purchase in 1803, the establishment of the Dakota Territory in 1861, and most importantly with the Homestead Act of 1862.","About 1876, a new tide of immigration into the Dakotas began, as would-be farmers and ranchers from the East Coast and from northern Europe found their way into the rich grasslands of the high plains.
      ",tide,increase,y,1.0,increase,,,,,,"[('About', 'ADV'), ('1876', 'NUM'), (',', 'PUNCT'), ('a', 'DET'), ('new', 'ADJ'), ('tide', 'NOUN'), ('of', 'ADP'), ('immigration', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('Dakotas', 'PROPN'), ('began', 'VERB'), (',', 'PUNCT'), ('as', 'SCONJ'), ('would', 'AUX'), ('be', 'AUX'), ('farmers', 'NOUN'), ('and', 'CCONJ'), ('ranchers', 'NOUN'), ('from', 'ADP'), ('the', 'DET'), ('East', 'PROPN'), ('Coast', 'PROPN'), ('and', 'CCONJ'), ('from', 'ADP'), ('northern', 'ADJ'), ('Europe', 'PROPN'), ('found', 'VERB'), ('their', 'PRON'), ('way', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('rich', 'ADJ'), ('grasslands', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('high', 'ADJ'), ('plains', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
121,121,"Depending on where you’re from and what you want to do, the level of difficulty varies.","You’re bound to experience the Kafkaesque horrors of Czech bureaucracy eventually – there’s really no way of escaping it.
      ",horrors,frustrations,y,1.0,difficulties,,difficulties,,,,"[('You', 'PRON'), ('’re', 'AUX'), ('bound', 'VERB'), ('to', 'PART'), ('experience', 'VERB'), ('the', 'DET'), ('Kafkaesque', 'ADJ'), ('horrors', 'NOUN'), ('of', 'ADP'), ('Czech', 'ADJ'), ('bureaucracy', 'NOUN'), ('eventually', 'ADV'), ('–', 'PUNCT'), ('there', 'PRON'), ('’s', 'VERB'), ('really', 'ADV'), ('no', 'DET'), ('way', 'NOUN'), ('of', 'ADP'), ('escaping', 'VERB'), ('it', 'PRON'), ('\r\n      ', 'SPACE')]",NOUN
122,122,"Thursday, June 19, 2008","Terror as an election tool in Zimbabwe In March, the Zimbabwe election commission confirmed that Robert Mugabe and his party, ZANU-PF, had lost control of Parliament.
      ",tool,violence,n,0.0,method,,method,,"""Influence"" is the literal meaning of ""tool"", and ""terror"" is the target",Corrected annotation to literal interpretation (but still n),"[('Terror', 'NOUN'), ('as', 'ADP'), ('an', 'DET'), ('election', 'NOUN'), ('tool', 'NOUN'), ('in', 'ADP'), ('Zimbabwe', 'PROPN'), ('In', 'ADP'), ('March', 'PROPN'), (',', 'PUNCT'), ('the', 'DET'), ('Zimbabwe', 'PROPN'), ('election', 'NOUN'), ('commission', 'NOUN'), ('confirmed', 'VERB'), ('that', 'SCONJ'), ('Robert', 'PROPN'), ('Mugabe', 'PROPN'), ('and', 'CCONJ'), ('his', 'PRON'), ('party', 'NOUN'), (',', 'PUNCT'), ('ZANU', 'PROPN'), ('PF', 'PROPN'), (',', 'PUNCT'), ('had', 'AUX'), ('lost', 'VERB'), ('control', 'NOUN'), ('of', 'ADP'), ('Parliament', 'PROPN'), ('\r\n      ', 'SPACE')]",NOUN
123,123,2.,"APPLICATIONS OF BEAMLET MIGRATION: (1) Directional illumination analysis and acquisition aperture efficacy using beamlet decomposition (2) Target oriented prestack depth migration using beamlet propagators (3) Local reflection analysis by prestack beamlet migration (4) Angle-gather and local reflection analysis by beam decomposition with prestack GSP (generalized screen propagator) migration
      ",depth,not metaphorical,y,1.0,,not that metaphorical,,,Not metaphorical,,"[('APPLICATIONS', 'NOUN'), ('OF', 'ADP'), ('BEAMLET', 'PROPN'), ('MIGRATION', 'PROPN'), (':', 'PUNCT'), ('1', 'X'), ('Directional', 'ADJ'), ('illumination', 'NOUN'), ('analysis', 'NOUN'), ('and', 'CCONJ'), ('acquisition', 'NOUN'), ('aperture', 'NOUN'), ('efficacy', 'NOUN'), ('using', 'VERB'), ('beamlet', 'NOUN'), ('decomposition', 'NOUN'), ('2', 'X'), ('Target', 'NOUN'), ('oriented', 'VERB'), ('prestack', 'ADJ'), ('depth', 'NOUN'), ('migration', 'NOUN'), ('using', 'VERB'), ('beamlet', 'NOUN'), ('propagators', 'NOUN'), ('3', 'X'), ('Local', 'ADJ'), ('reflection', 'NOUN'), ('analysis', 'NOUN'), ('by', 'ADP'), ('prestack', 'ADJ'), ('beamlet', 'NOUN'), ('migration', 'NOUN'), ('4', 'X'), ('Angle', 'PROPN'), ('gather', 'NOUN'), ('and', 'CCONJ'), ('local', 'ADJ'), ('reflection', 'NOUN'), ('analysis', 'NOUN'), ('by', 'ADP'), ('beam', 'NOUN'), ('decomposition', 'NOUN'), ('with', 'ADP'), ('prestack', 'ADJ'), ('GSP', 'PROPN'), ('generalized', 'VERB'), ('screen', 'NOUN'), ('propagator', 'NOUN'), ('migration', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
124,124,"But after sacrificing blood and treasure to try out our cures in Kabul and Baghdad, in Cairo and Benghazi, it appears that not only are we are nowhere near a solution, but that there is no solution to be found.","The Arab Spring arose from the prescription of political reform as the democracy cure for what ails the Muslim world.
      ",cure,democratic institutions ,n,0.0,solution,,solution,,,Corrected annotation to literal interpretation (but still n),"[('The', 'DET'), ('Arab', 'ADJ'), ('Spring', 'PROPN'), ('arose', 'VERB'), ('from', 'ADP'), ('the', 'DET'), ('prescription', 'NOUN'), ('of', 'ADP'), ('political', 'ADJ'), ('reform', 'NOUN'), ('as', 'ADP'), ('the', 'DET'), ('democracy', 'NOUN'), ('cure', 'NOUN'), ('for', 'ADP'), ('what', 'PRON'), ('ails', 'VERB'), ('the', 'DET'), ('Muslim', 'ADJ'), ('world', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
125,125,[EMPTY],"In the chart below, also set for end date 21 December 2012, you can see the pattern of the wave for the invasion of Poland on 1st September 1939.
      ",wave,trend,y,1.0,trend,,,,,,"[('In', 'ADP'), ('the', 'DET'), ('chart', 'NOUN'), ('below', 'ADV'), (',', 'PUNCT'), ('also', 'ADV'), ('set', 'VERB'), ('for', 'ADP'), ('end', 'NOUN'), ('date', 'NOUN'), ('21', 'NUM'), ('December', 'PROPN'), ('2012', 'NUM'), (',', 'PUNCT'), ('you', 'PRON'), ('can', 'AUX'), ('see', 'VERB'), ('the', 'DET'), ('pattern', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('wave', 'NOUN'), ('for', 'ADP'), ('the', 'DET'), ('invasion', 'NOUN'), ('of', 'ADP'), ('Poland', 'PROPN'), ('on', 'ADP'), ('1st', 'ADJ'), ('September', 'PROPN'), ('1939', 'NUM'), ('\r\n      ', 'SPACE')]",NOUN
126,126,"Germany’s IAB, a research institute, predicts that 100,000 to 180,000 will go to Germany this year.","“This cannot be called poverty migration,” insists Herbert Brücker of the IAB.
      ",migration,I couldn't come up with a target.,n,0.0,movement,,immigration,,Questionable whether to consider this metaphorical,,"[('“', 'PUNCT'), ('This', 'PRON'), ('can', 'AUX'), ('not', 'PART'), ('be', 'AUX'), ('called', 'VERB'), ('poverty', 'NOUN'), ('migration', 'NOUN'), (',', 'PUNCT'), ('”', 'PUNCT'), ('insists', 'VERB'), ('Herbert', 'PROPN'), ('Brücker', 'PROPN'), ('of', 'ADP'), ('the', 'DET'), ('IAB', 'PROPN'), ('\r\n      ', 'SPACE')]",NOUN
