open_prompt,mcq_prompt,A,B,C,D,normal_question,original,permutation
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Terror as an election tool in Zimbabwe In March, the Zimbabwe election commission confirmed that Robert Mugabe and his party, ZANU-PF, had lost control of Parliament.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “tool”. 
    ","TEXT: Terror as an election tool in Zimbabwe In March, the Zimbabwe election commission confirmed that Robert Mugabe and his party, ZANU-PF, had lost control of Parliament.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""tool""? Choose the best option from the following:

    ",election,method,mandate,system,"TEXT: "" Terror as an election tool in Zimbabwe In March, the Zimbabwe election commission confirmed that Robert Mugabe and his party, ZANU-PF, had lost control of Parliament.""
QUESTION: Which word is being described or explained by the metaphorical word ""tool""? Choose the best option from the following:
A) method
B) election
C) None of the options
D) Both options B and A
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'election': 'A', 'method': 'B', 'mandate': 'C', 'system': 'D'}","{'A': 'method', 'B': 'election', 'C': 'None of the options', 'D': 'Both options B and A'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Again the bewitched-line-of-thought has to strike someone, which made me realize that poverty is a malaise that makes people want more than is given to them.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “malaise”. 
    ","TEXT: Again the bewitched-line-of-thought has to strike someone, which made me realize that poverty is a malaise that makes people want more than is given to them.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""malaise""? Choose the best option from the following:

    ",poverty,condition of discomfort,insufficiency,ordeal,"TEXT: "" Again the bewitched-line-of-thought has to strike someone, which made me realize that poverty is a malaise that makes people want more than is given to them.""
QUESTION: Which word is being described or explained by the metaphorical word ""malaise""? Choose the best option from the following:
A) Both options D and C
B) None of the options
C) condition of discomfort
D) poverty
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'poverty': 'A', 'condition of discomfort': 'B', 'insufficiency': 'C', 'ordeal': 'D'}","{'A': 'Both options D and C', 'B': 'None of the options', 'C': 'condition of discomfort', 'D': 'poverty'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: If the Scotish and the Irish can raise themselves from the stupidity of poverty I see no reason why the circle arbitrairily closes at hispanics.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “stupidity”. 
    ","TEXT: If the Scotish and the Irish can raise themselves from the stupidity of poverty I see no reason why the circle arbitrairily closes at hispanics.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""stupidity""? Choose the best option from the following:

    ",poverty,situation,prosperity,state,"TEXT: "" If the Scotish and the Irish can raise themselves from the stupidity of poverty I see no reason why the circle arbitrairily closes at hispanics.""
QUESTION: Which word is being described or explained by the metaphorical word ""stupidity""? Choose the best option from the following:
A) situation
B) None of the options
C) poverty
D) Both options C and A
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'poverty': 'A', 'situation': 'B', 'prosperity': 'C', 'state': 'D'}","{'A': 'situation', 'B': 'None of the options', 'C': 'poverty', 'D': 'Both options C and A'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Taxation is a man made curse, however it can be used for the benefit of many, but we should not confuse it with the issue of mis-selling apartments for rental and then later the enforcement of the 1995 tourist laws, where the only beneficiary appears to be the “Sole Agent” I Dont Belive It on 5 April 2013 at 10:41 pm
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “curse”. 
    ","TEXT: Taxation is a man made curse, however it can be used for the benefit of many, but we should not confuse it with the issue of mis-selling apartments for rental and then later the enforcement of the 1995 tourist laws, where the only beneficiary appears to be the “Sole Agent” I Dont Belive It on 5 April 2013 at 10:41 pm
       
    QUESTION: Which word is being described or explained by the metaphorical word ""curse""? Choose the best option from the following:

    ",taxation,burden,economy,obligation,"TEXT: "" Taxation is a man made curse, however it can be used for the benefit of many, but we should not confuse it with the issue of mis-selling apartments for rental and then later the enforcement of the 1995 tourist laws, where the only beneficiary appears to be the “Sole Agent” I Dont Belive It on 5 April 2013 at 10:41 pm""
QUESTION: Which word is being described or explained by the metaphorical word ""curse""? Choose the best option from the following:
A) None of the options
B) burden
C) Both options D and B
D) taxation
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'taxation': 'A', 'burden': 'B', 'economy': 'C', 'obligation': 'D'}","{'A': 'None of the options', 'B': 'burden', 'C': 'Both options D and B', 'D': 'taxation'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: The power craving madman of wealth has been a staple for movies of all sorts, in fact.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “madman”. 
    ","TEXT: The power craving madman of wealth has been a staple for movies of all sorts, in fact.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""madman""? Choose the best option from the following:

    ",wealth,bad person,affluence,offender,"TEXT: "" The power craving madman of wealth has been a staple for movies of all sorts, in fact.""
QUESTION: Which word is being described or explained by the metaphorical word ""madman""? Choose the best option from the following:
A) wealth
B) None of the options
C) Both options A and D
D) bad person
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'wealth': 'A', 'bad person': 'B', 'affluence': 'C', 'offender': 'D'}","{'A': 'wealth', 'B': 'None of the options', 'C': 'Both options A and D', 'D': 'bad person'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: So this myopic aversion of the NRA and fellow gun advocates to gun reform and background checks is baffling.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “aversion”. 
    ","TEXT: So this myopic aversion of the NRA and fellow gun advocates to gun reform and background checks is baffling.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""aversion""? Choose the best option from the following:

    ",nra,opposition,membership,resistance,"TEXT: "" So this myopic aversion of the NRA and fellow gun advocates to gun reform and background checks is baffling.""
QUESTION: Which word is being described or explained by the metaphorical word ""aversion""? Choose the best option from the following:
A) Both options C and D
B) None of the options
C) nra
D) opposition
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'nra': 'A', 'opposition': 'B', 'membership': 'C', 'resistance': 'D'}","{'A': 'Both options C and D', 'B': 'None of the options', 'C': 'nra', 'D': 'opposition'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: They live in bondage to the NRA, these cowards, and if just one of them escapes the slavery and lives to tell the tale, others will follow. - See more at: http://www.thomhartmann.com/forum/2013/04/nra-may-have-won-temporary-victory-it-can%E2%80%99t-keep-winning-forever#sthash.rL9uS0BJ.dpuf
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “bondage”. 
    ","TEXT: They live in bondage to the NRA, these cowards, and if just one of them escapes the slavery and lives to tell the tale, others will follow. - See more at: http://www.thomhartmann.com/forum/2013/04/nra-may-have-won-temporary-victory-it-can%E2%80%99t-keep-winning-forever#sthash.rL9uS0BJ.dpuf
     
    QUESTION: Which word is being described or explained by the metaphorical word ""bondage""? Choose the best option from the following:

    ",nra,obedience,politics,subservience,"TEXT: "" They live in bondage to the NRA, these cowards, and if just one of them escapes the slavery and lives to tell the tale, others will follow. - See more at: http://www.thomhartmann.com/forum/2013/04/nra-may-have-won-temporary-victory-it-can%E2%80%99t-keep-winning-forever#sthash.rL9uS0BJ.dpuf""
QUESTION: Which word is being described or explained by the metaphorical word ""bondage""? Choose the best option from the following:
A) Both options D and C
B) None of the options
C) obedience
D) nra
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'nra': 'A', 'obedience': 'B', 'politics': 'C', 'subservience': 'D'}","{'A': 'Both options D and C', 'B': 'None of the options', 'C': 'obedience', 'D': 'nra'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Like any tool, the tool of government can be used well or used poorly.آ  As someone working in government, I’m committed to using it well.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “tool”. 
    ","TEXT: Like any tool, the tool of government can be used well or used poorly.آ  As someone working in government, I’m committed to using it well.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""tool""? Choose the best option from the following:

    ",government,means,jurisdiction,approach,"TEXT: "" Like any tool, the tool of government can be used well or used poorly.آ  As someone working in government, I’m committed to using it well.""
QUESTION: Which word is being described or explained by the metaphorical word ""tool""? Choose the best option from the following:
A) means
B) Both options C and A
C) government
D) None of the options
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'government': 'A', 'means': 'B', 'jurisdiction': 'C', 'approach': 'D'}","{'A': 'means', 'B': 'Both options C and A', 'C': 'government', 'D': 'None of the options'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Washington, in defiance of the NRA, passed an initiative to require criminal and mental-health checks on gun buyers.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “defiance”. 
    ","TEXT: Washington, in defiance of the NRA, passed an initiative to require criminal and mental-health checks on gun buyers.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""defiance""? Choose the best option from the following:

    ",nra,opposition,legislation,resistance,"TEXT: "" Washington, in defiance of the NRA, passed an initiative to require criminal and mental-health checks on gun buyers.""
QUESTION: Which word is being described or explained by the metaphorical word ""defiance""? Choose the best option from the following:
A) opposition
B) nra
C) None of the options
D) Both options B and A
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'nra': 'A', 'opposition': 'B', 'legislation': 'C', 'resistance': 'D'}","{'A': 'opposition', 'B': 'nra', 'C': 'None of the options', 'D': 'Both options B and A'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Thank you, Congress, for being the slave of the NRA- you cowardly, spineless, self serving sons of Satan.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “slave”. 
    ","TEXT: Thank you, Congress, for being the slave of the NRA- you cowardly, spineless, self serving sons of Satan.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""slave""? Choose the best option from the following:

    ",nra,possession,legislation,ownership,"TEXT: "" Thank you, Congress, for being the slave of the NRA- you cowardly, spineless, self serving sons of Satan.""
QUESTION: Which word is being described or explained by the metaphorical word ""slave""? Choose the best option from the following:
A) None of the options
B) possession
C) nra
D) Both options C and B
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'nra': 'A', 'possession': 'B', 'legislation': 'C', 'ownership': 'D'}","{'A': 'None of the options', 'B': 'possession', 'C': 'nra', 'D': 'Both options C and B'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Guns are accidents waiting to happen.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “accidents”. 
    ","TEXT: Guns are accidents waiting to happen.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""accidents""? Choose the best option from the following:

    ",guns,shootings,cartridge,violence,"TEXT: "" Guns are accidents waiting to happen.""
QUESTION: Which word is being described or explained by the metaphorical word ""accidents""? Choose the best option from the following:
A) guns
B) None of the options
C) Both options A and D
D) shootings
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'guns': 'A', 'shootings': 'B', 'cartridge': 'C', 'violence': 'D'}","{'A': 'guns', 'B': 'None of the options', 'C': 'Both options A and D', 'D': 'shootings'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Considering the gaza line is being filled by water etc, supposedly in order to block out the weapons smugglers, I hope HAMAS will lose its artery of guns.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “artery”. 
    ","TEXT: Considering the gaza line is being filled by water etc, supposedly in order to block out the weapons smugglers, I hope HAMAS will lose its artery of guns.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""artery""? Choose the best option from the following:

    ",guns,supply route,munition,link,"TEXT: "" Considering the gaza line is being filled by water etc, supposedly in order to block out the weapons smugglers, I hope HAMAS will lose its artery of guns.""
QUESTION: Which word is being described or explained by the metaphorical word ""artery""? Choose the best option from the following:
A) guns
B) Both options A and D
C) None of the options
D) supply route
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'guns': 'A', 'supply route': 'B', 'munition': 'C', 'link': 'D'}","{'A': 'guns', 'B': 'Both options A and D', 'C': 'None of the options', 'D': 'supply route'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: In 3"" guns they're about the only option, but 3"" guns are a sinkhole of unreliability anyways.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “sinkhole”. 
    ","TEXT: In 3"" guns they're about the only option, but 3"" guns are a sinkhole of unreliability anyways.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""sinkhole""? Choose the best option from the following:

    ",guns,waste,cartridge,litter,"TEXT: "" In 3"" guns they're about the only option, but 3"" guns are a sinkhole of unreliability anyways.""
QUESTION: Which word is being described or explained by the metaphorical word ""sinkhole""? Choose the best option from the following:
A) waste
B) Both options C and A
C) guns
D) None of the options
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'guns': 'A', 'waste': 'B', 'cartridge': 'C', 'litter': 'D'}","{'A': 'waste', 'B': 'Both options C and A', 'C': 'guns', 'D': 'None of the options'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: I’ve never been a maniac of guns, I’ve never shot to anyone, before… well… before this…”
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “maniac”. 
    ","TEXT: I’ve never been a maniac of guns, I’ve never shot to anyone, before… well… before this…”
       
    QUESTION: Which word is being described or explained by the metaphorical word ""maniac""? Choose the best option from the following:

    ",guns,enthusiast,bazooka,aficionado,"TEXT: "" I’ve never been a maniac of guns, I’ve never shot to anyone, before… well… before this…”""
QUESTION: Which word is being described or explained by the metaphorical word ""maniac""? Choose the best option from the following:
A) guns
B) Both options A and D
C) None of the options
D) enthusiast
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'guns': 'A', 'enthusiast': 'B', 'bazooka': 'C', 'aficionado': 'D'}","{'A': 'guns', 'B': 'Both options A and D', 'C': 'None of the options', 'D': 'enthusiast'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: I couldn't get the gun to group inside of 3"" so I took it and the targets to a gun magician I know.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “magician”. 
    ","TEXT: I couldn't get the gun to group inside of 3"" so I took it and the targets to a gun magician I know.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""magician""? Choose the best option from the following:

    ",gun,expert,barrel,guru,"TEXT: "" I couldn't get the gun to group inside of 3"" so I took it and the targets to a gun magician I know.""
QUESTION: Which word is being described or explained by the metaphorical word ""magician""? Choose the best option from the following:
A) expert
B) gun
C) Both options B and A
D) None of the options
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'gun': 'A', 'expert': 'B', 'barrel': 'C', 'guru': 'D'}","{'A': 'expert', 'B': 'gun', 'C': 'Both options B and A', 'D': 'None of the options'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: As a former felony prosecutor, I have seen the havoc of guns on the victim’s families, their community and even on the shooter’s family.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “havoc”. 
    ","TEXT: As a former felony prosecutor, I have seen the havoc of guns on the victim’s families, their community and even on the shooter’s family.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""havoc""? Choose the best option from the following:

    ",guns,harm,cartridge,misfortune,"TEXT: "" As a former felony prosecutor, I have seen the havoc of guns on the victim’s families, their community and even on the shooter’s family.""
QUESTION: Which word is being described or explained by the metaphorical word ""havoc""? Choose the best option from the following:
A) harm
B) Both options D and A
C) None of the options
D) guns
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'guns': 'A', 'harm': 'B', 'cartridge': 'C', 'misfortune': 'D'}","{'A': 'harm', 'B': 'Both options D and A', 'C': 'None of the options', 'D': 'guns'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: According to the survey,The United States of America,which has 90 guns for every 100 citizens,is the world's biggest haven of guns.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “haven”. 
    ","TEXT: According to the survey,The United States of America,which has 90 guns for every 100 citizens,is the world's biggest haven of guns.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""haven""? Choose the best option from the following:

    ",guns,place,cartridge,region,"TEXT: "" According to the survey,The United States of America,which has 90 guns for every 100 citizens,is the world's biggest haven of guns.""
QUESTION: Which word is being described or explained by the metaphorical word ""haven""? Choose the best option from the following:
A) None of the options
B) place
C) guns
D) Both options C and B
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'guns': 'A', 'place': 'B', 'cartridge': 'C', 'region': 'D'}","{'A': 'None of the options', 'B': 'place', 'C': 'guns', 'D': 'Both options C and B'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: And he has focused on gun suppression: There was a 13 percent increase in gun arrests in the city from 2005 to 2006.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “suppression”. 
    ","TEXT: And he has focused on gun suppression: There was a 13 percent increase in gun arrests in the city from 2005 to 2006.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""suppression""? Choose the best option from the following:

    ",gun,reduction,cartridge,contraction,"TEXT: "" And he has focused on gun suppression: There was a 13 percent increase in gun arrests in the city from 2005 to 2006.""
QUESTION: Which word is being described or explained by the metaphorical word ""suppression""? Choose the best option from the following:
A) None of the options
B) gun
C) reduction
D) Both options B and C
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'gun': 'A', 'reduction': 'B', 'cartridge': 'C', 'contraction': 'D'}","{'A': 'None of the options', 'B': 'gun', 'C': 'reduction', 'D': 'Both options B and C'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: To him, the gun is a hammer.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “hammer”. 
    ","TEXT: To him, the gun is a hammer.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""hammer""? Choose the best option from the following:

    ",gun,solution,contraption,proposal,"TEXT: "" To him, the gun is a hammer.""
QUESTION: Which word is being described or explained by the metaphorical word ""hammer""? Choose the best option from the following:
A) None of the options
B) gun
C) solution
D) Both options B and C
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'gun': 'A', 'solution': 'B', 'contraption': 'C', 'proposal': 'D'}","{'A': 'None of the options', 'B': 'gun', 'C': 'solution', 'D': 'Both options B and C'}"
